county_name,state_id,avg_temp_2013,avg_temp_2014,avg_temp_2015,avg_temp_2016,avg_temp_2017,avg_temp_2018,avg_temp_2019,avg_temp_2020,avg_temp_2021,avg_temp_2022,avg_temp_2023,temp_change_2013_2023
Etowah,1,288.99062991672724,288.8155408874875,290.14210474522156,291.26143584841697,290.65180720456937,290.1471181548464,291.0506480789528,290.34100308714903,289.98991252014054,290.0563675956215,290.84499021201907,1.8543602952918263
Fayette,1,289.7672722660287,289.56203678098876,290.90505193134095,291.86004613579246,291.3847715072104,290.88751505431696,291.44799965467007,291.0183308232176,290.64925675972086,290.8287371092762,291.7278026389701,1.9605303729413777
Franklin,1,288.9839973990283,288.59799493065486,290.18233678736,291.0196361635593,290.6250961703117,290.00325407463964,290.63085457240373,290.122894213732,289.93163016141636,290.0850750973533,290.7541482270426,1.770150828014323
Geneva,1,291.9474937088655,291.6475252123936,293.40343404513,293.3770222198275,293.24722720373734,292.6420215477297,293.7834108000456,293.38001956927906,292.4610380142183,292.65988027315774,293.4701447166119,1.52265100774639
Greene,1,291.0032678905215,290.7577224425611,292.18266408440394,292.97253901104517,292.7242488228003,292.04412734181074,292.5833309006383,292.15944936161645,291.60552903929397,291.81606653782455,292.94014471590066,1.9368768253791586
Hale,1,291.0443070083287,290.75265865009976,292.1712669269608,292.9104961467417,292.6330595601771,292.0078600624471,292.6599568087233,292.1651365235526,291.6177319334827,291.86165743102697,292.9202544676701,1.8759474593413756
Henry,1,291.5705596823337,291.48100320858737,293.0586370166734,293.2656704014857,293.1431219686817,292.49546129914137,293.3393025522121,293.22811142642456,292.37466410718594,292.55851919679856,293.1843302912545,1.613770608920845
Houston,1,291.99466995863725,291.7381562617879,293.5608619135108,293.472618140115,293.4518334015726,292.82091333468003,293.7571534692877,293.56323880947224,292.53128589793863,292.8546566189558,293.4824833853473,1.4878134267100336
Jackson,1,287.861094116803,287.68967302,289.05495910121033,290.26713749635417,289.55713066869123,289.0445650610042,289.849653005212,289.2740051516108,289.04790401009143,289.0096209250433,289.7058541215681,1.844760004765135
Jefferson,1,289.6112234631388,289.56766702416655,290.8423792875614,291.8398470895928,291.2348696447476,290.86213666476937,291.5790177399153,291.0113810804694,290.52453425163105,290.7110142252181,291.5247376181636,1.9135141550248136
Lamar,1,289.9225827705123,289.628176781645,291.055608371634,291.98884109070116,291.5580536115642,290.9631759428058,291.44835796253665,291.1642080064384,290.7213759860477,290.9717963347502,291.7646625672319,1.842079796719588
Lauderdale,1,288.73778235065015,288.32475450998396,289.9097076391307,290.79876775958473,290.40965583035415,289.77245782152755,290.3097146706386,289.88360389630924,289.71081381185724,289.8262326353648,290.47403281108313,1.7362504604329843
Lawrence,1,288.8792565037396,288.61259971917224,290.13839258310344,291.114075871801,290.5545005954098,290.0742443200203,290.7148892124696,290.11230395528463,289.9294824716725,290.0339613905222,290.7420787907879,1.8628222870482887
Lee,1,290.51441339010364,290.38423696430715,291.5972089795209,292.4752889030095,291.8566020616396,291.2851286035773,292.3901222106611,292.00723481148026,291.29061288498457,291.45821916191693,292.1165600054379,1.6021466153342772
Limestone,1,288.58482872413055,288.3662578509488,289.86734849415745,290.8829827071114,290.29520276151686,289.82818632642426,290.48552836326814,289.928974727025,289.72412894455795,289.793118647492,290.4607159769534,1.8758872528228494
Lowndes,1,291.4084522337764,291.02470843469786,292.61456995227843,293.01987943029496,292.68432365091417,292.1869832514399,293.1194894354075,292.76198470903176,291.97431523755773,292.08116264565064,293.06331270243663,1.6548604686602175
Macon,1,291.05892410885946,290.96955584550335,292.2687146106442,292.8873253226161,292.33753700136634,291.8324876338429,292.8813579267177,292.58134117751575,291.83305546965806,292.0334087040027,292.7547958353093,1.695871726449866
Madison,1,288.2889504909682,288.13579942830097,289.5571548306374,290.74448739139814,290.0277960342054,289.59440414667466,290.3167592813736,289.7220317392141,289.50257008463245,289.5485779887472,290.18732778679447,1.8983772958262648
Marengo,1,291.466144127851,291.1352232905028,292.6333617107211,293.1892465764443,292.98691105710753,292.3647488057437,293.01313232941754,292.6717200839869,291.978220197383,292.1575093927072,293.4715875610847,2.0054434332336655
Marion,1,289.2695111353457,288.9691179881137,290.46005715795343,291.31981713658746,290.8966663211039,290.3403038829291,290.8853507317269,290.4868907088488,290.16066375035166,290.39178990938706,291.0718563807792,1.8023452454335143
Marshall,1,288.5104016254705,288.3673927544996,289.70243985256445,290.82779154265467,290.2365046461456,289.7491747307065,290.49583689064383,289.89085992739587,289.646858416501,289.6580772566698,290.37179855091034,1.8613969254398626
Mobile,1,292.46679742298335,291.9889663209355,293.54057357117796,293.5786651356683,293.5825903936293,293.19662192390155,293.6913474401198,293.59483517383654,292.7990070309343,292.9164473959332,294.35319420561444,1.8863967826310954
Monroe,1,291.9016977664626,291.4450872192523,293.0489220442512,293.3025169692754,292.9553046498648,292.55258369526575,293.4420034538683,293.1055174152156,292.2197135115659,292.299571555194,293.74627295596196,1.8445751894993805
Montgomery,1,291.31130084346955,291.0268794199369,292.53731558779003,292.9407441856032,292.5212757534695,292.04756650630844,293.0496760518793,292.68738500418897,291.92320816772184,292.05681053778596,292.9433065433125,1.6320056998429209
Morgan,1,288.7118879488586,288.5946502831223,289.9942051433198,291.0669157580675,290.44398293770286,290.0353548078219,290.72100934111916,290.115255175972,289.9031641586816,289.93830109670847,290.65088745599303,1.9389995071344401
Perry,1,291.03740470053657,290.7307622482536,292.1283326551645,292.8407554897189,292.55104045677285,291.90535395875634,292.68579563623246,292.21684693405854,291.59800846052644,291.87878731967555,292.8868105100039,1.8494058094673278
Pickens,1,290.46657674773877,290.2141723129118,291.6182726982948,292.50097566570145,292.1616101719911,291.51640051956673,292.020392663289,291.6975441282483,291.2016960490299,291.3667271153296,292.44857570623145,1.9819989584926816
Pike,1,291.259071890763,290.97636680049766,292.6296172070836,292.98807885358747,292.47466833865315,291.93497223985764,293.04261127263436,292.7728190622994,291.97372146997975,292.05956662460903,292.80198367267695,1.542911781913972
Randolph,1,289.2712135954261,289.22965356433303,290.45926200322833,291.34648442660296,290.86452902969563,290.31750531707826,291.3804360566154,290.81175479914486,290.24875806500853,290.32743794010275,291.1534746332299,1.8822610378038007
Russell,1,291.01296902023836,290.97808656802664,292.30594384962666,293.04054781465646,292.482554765731,291.8727627000991,292.93569505801185,292.65321814653396,291.93839434407226,292.08181605185143,292.5974535108369,1.584484490598527
Shelby,1,289.8606567476822,289.75311027202446,291.0702682069365,292.0375481926381,291.4829732010259,290.96566218929917,291.7863143478344,291.3140461286281,290.6742182897294,290.88525183133413,291.7269384084314,1.8662816607492232
St. Clair,1,289.3879767229265,289.2845863078938,290.58967945068923,291.59958253147283,291.05555385120164,290.59963278054295,291.4153655488791,290.84426349121117,290.36609939766936,290.51185865177285,291.2735714786125,1.885594755685986
Sumter,1,291.114490839631,290.8610150497177,292.3101099163252,292.95634088142475,292.83495064158893,292.1786001154061,292.65226533191395,292.3125479842189,291.6939097842891,291.84953521742534,293.1068087038392,1.9923178642081893
Talladega,1,289.63790272033197,289.50888902666287,290.86938911762394,291.8873857185438,291.25880464788963,290.7473917832212,291.6566353092328,291.0915364492897,290.44285678774895,290.67214893178704,291.492982207433,1.8550794871010226
Tallapoosa,1,290.27667940636843,290.13963510836714,291.4059360920699,292.22215279278646,291.6989301158713,291.1567352178766,292.2086557803344,291.7492850388184,291.0618971769702,291.24090866499563,292.04050527711127,1.763825870742835
Tuscaloosa,1,290.2635824576231,290.13589642149645,291.4244322454091,292.36695849905095,291.90598488384296,291.3864734017815,291.9883083790173,291.50553289450585,291.0235871259404,291.22968097066166,292.2206235030674,1.9570410454442708
Walker,1,289.60115225505723,289.4890135153723,290.8061388506766,291.7728962585475,291.22295855541,290.88804474458647,291.49958291173704,290.89207490524717,290.55972058358964,290.7203639065573,291.5863492752621,1.9851970202048506
Washington,1,292.0188685458559,291.6173733993805,293.16978378522583,293.4102709598176,293.2798586167251,292.80961955721074,293.44564398787065,293.24740772463343,292.3924565253413,292.4904845139374,294.2006928266978,2.1818242808418518
Wilcox,1,291.67216790267486,291.3317171758307,292.8773915248834,293.33734863541207,292.96414802107194,292.45545187989626,293.3303052772683,292.95233308716143,292.1465619488746,292.23286129549626,293.6247781534666,1.9526102507917358
Winston,1,288.9935405622983,288.8013824330358,290.23860128623215,291.1918267042034,290.65143830504024,290.25197808547335,290.8303992183762,290.28688029662203,290.03549868902707,290.14487603930655,290.90362884628894,1.9100882839906603
Aleutians East,2,276.26429106041024,277.1486867235911,277.2242956707119,277.8358547155176,276.16281194579346,277.33471439070496,278.24314593049655,276.4779863339527,276.42768606260654,276.7341883622379,276.2448032519079,-0.019487808502333337
Aleutians West,2,276.834926259447,277.163462885822,277.0691380191149,277.26072978054884,277.14149865748374,277.41801390021106,277.5528481713175,277.1168228892274,277.2401432405922,277.25006223893115,277.0946117957709,0.2596855363239001
Anchorage,2,272.11509861298435,273.39199055895995,273.098346571779,274.1445974824002,271.8079378308799,273.14765680137697,274.4558099671153,271.729721629986,271.09296198867025,272.86800360344336,272.0872888691566,-0.02780974382773138
Bethel,2,272.1639761725484,273.938216194403,273.48970198960944,274.76008545936577,272.9400527080297,273.7715804426264,275.0911822061371,272.1995999027263,271.5340621885965,272.85481427215376,271.6928862180963,-0.4710899544521112
Bristol Bay,2,275.77263045801544,277.6077406539624,277.0909815531726,278.0604022510375,275.2197709050486,276.7489616004099,278.4534687054694,275.05997028798123,274.3071499636102,276.2643505514003,274.89265425336384,-0.879976204651598
Denali,2,269.0578898748185,270.1885408510252,270.24454279332895,271.20058935768736,270.1238820516111,270.52262321080514,271.5264250182446,268.88107895721754,268.6262782068886,269.7442625036323,269.39607908740203,0.3381892125835293
Dillingham,2,273.37737704755625,275.176222913709,274.8209172416707,275.8807956329542,273.7699417695534,274.59127047000953,276.17540095661906,273.1115297401527,272.1616426246725,273.94100960474776,272.63386422140195,-0.7435128261543014
Fairbanks North Star,2,270.1327205063941,270.9885320132557,271.133532535774,272.2690418087845,270.9662431928158,271.43531250725647,272.4912793453279,269.6840393223155,269.55788839050155,270.32911402403226,270.7430746649092,0.610354158515122
Haines,2,273.4089614492767,273.33536436083915,274.1162470096263,274.3238236710737,272.2036125062688,273.27020640088324,274.3549698554522,272.7084517849896,272.07612358816,273.30597116062484,274.08792293415445,0.6789614848777319
Hoonah-Angoon,2,275.48588296262176,275.4775510535437,276.17952977962375,276.3489688207196,274.64879603220595,275.5674473300303,276.2823412674409,274.9359906585571,274.5189513357715,275.40010326588913,275.89570730731566,0.4098243446939023
Juneau,2,273.84533256250836,273.61744498098767,274.29663214028,274.34418945595536,272.60359830571565,273.52583755770786,274.41069189350725,273.0332300354664,272.47801027424106,273.50417517015546,274.3410406184249,0.4957080559165661
Kenai Peninsula,2,272.8440351279509,274.1615872397514,273.8831736862772,274.8541102768201,272.5286353798943,273.86839658245367,275.2875178599365,272.5705389799257,271.9183482747041,273.6744457460439,272.615332209971,-0.2287029179799447
Ketchikan Gateway,2,277.74236552936753,277.1993132317641,277.9306828704143,277.79975715283433,276.36908981346903,277.52189646407925,277.63602402165435,276.6975680582525,276.28170122743967,277.085419990776,277.98545793948847,0.24309241012093707
Kodiak Island,2,275.9542299045115,277.20150533879325,277.23900850619344,277.961145748221,275.66758449019113,276.9213796385597,278.2974648752024,275.77652561625024,274.9650294369536,276.60896956137134,275.4376382767701,-0.516591627741434
Kusilvak,2,271.77162825799826,273.53326937488913,272.8748682689107,274.72270063109823,273.237660816507,274.06556035294415,274.75769496412124,272.32089588064224,271.5011358627279,272.68869615851935,271.51646783592236,-0.25516042207590317
Lake and Peninsula,2,274.3212711638163,275.8685129482568,275.55537797284603,276.4399484076856,273.91159042306697,275.30659069237083,276.86686475630233,273.9072698578065,273.27013511258536,274.9488123468664,273.7596208497123,-0.5616503141039857
Matanuska-Susitna,2,269.871200180719,271.23631021122503,270.8898641704991,272.0744719055791,270.19210235153145,271.16680650236157,272.4096582756259,269.6696679184712,269.1069920910002,270.81093659899364,270.22671906613306,0.35551888541408516
Nome,2,268.8902932054798,270.8334631284895,270.0315191816344,271.5582591589368,270.707329922598,271.54587014198864,272.27163324785545,269.7869404526506,268.03599293567555,269.772392525958,268.859564650546,-0.030728554933773466
North Slope,2,263.60193370058175,264.847673898999,264.4584216307036,266.0019440854032,265.979929099763,265.49594700107923,266.7617089504585,264.1423597355706,263.0307548026828,264.42059425649575,265.0803995716068,1.478465871025037
Northwest Arctic,2,266.77379381383395,268.48911052009015,267.7738329043838,269.3375449372807,268.69686072871525,269.0890155283668,269.9387214404832,267.4322153564461,265.7239604468737,267.21517684263506,267.12743586990456,0.35364205607061194
Petersburg,2,275.5830618020529,275.1711176582399,275.9302455162739,275.9780842732462,274.32195744357136,275.3160752312725,275.7683746990685,274.57969759691974,274.1728953403356,275.0875031435548,275.84810974325217,0.26504794119927055
Prince of Wales-Hyder,2,279.8077278399928,279.6939957933378,280.3023416050531,280.43003905886167,279.0508774335498,279.87222488750825,280.158445130372,279.19499012775753,278.8009346056967,279.4820438786726,279.94149213161705,0.13376429162423165
Sitka,2,278.2319126594617,278.2488517942597,279.0581676944397,279.2865725412689,277.63798037077436,278.3869140502879,279.1578203528884,277.71901680237164,277.40342805928634,278.1874731521099,278.4757716474224,0.24385898796066385
Skagway,2,271.2907557712166,271.3097651858875,272.0794300688076,272.3115423009841,270.15099601296686,271.0701516752137,272.47073178962626,270.744455462852,270.1093567382553,271.51398979574805,272.3884834829503,1.0977277117336826
Southeast Fairbanks,2,268.61210183801495,269.4142698665655,269.55689014124215,270.5656662436219,269.3040532650885,269.5679184048413,270.57569719437515,267.92749457577855,268.0013998612474,268.7525775481738,269.71964964581537,1.1075478078004153
Valdez-Cordova,2,269.5758555396401,270.07161811795487,270.26981721540227,271.05212578360266,269.2823503826792,270.15235038834084,271.5314831088635,268.91245550028805,268.5899645108101,269.93328495234016,270.0905176727209,0.514662133080833
Wrangell,2,277.0199706671896,276.3710583781713,277.22432271423,277.1173206497512,275.5533421798401,276.726477582038,276.98297546852046,275.8738461014684,275.4123766690566,276.40315913795706,277.3214117154979,0.301441048308277
Yakutat,2,273.0672904606947,273.088090203443,273.7131033839268,273.9924935437245,272.21664828475446,273.216328080411,274.09144009567075,272.4659405398966,272.1291261145417,273.3791104669856,273.52454123352493,0.4572507728302071
Yukon-Koyukuk,2,268.7097912475047,269.96795392214943,269.90828867848916,270.81343966618243,270.1498235053564,270.27158251922043,271.17380752834526,268.7312319654245,268.3011242625505,269.21130974077494,269.4208907380081,0.7110994905033863
Apache,4,283.73016522008976,285.38881459111957,284.754456880621,285.02191162412953,285.9062156922254,285.72467207144916,284.1405891511991,285.83483577345686,285.55846589993877,284.7476953489913,284.5317921630283,0.8016269429385261
Cochise,4,290.13372183504976,290.9729939694354,290.27317091931525,290.8401037945831,291.6447264789573,290.9606207094197,290.22416018956534,291.5993842063264,290.9148494831829,290.23334996462773,291.31511874625573,1.1813969112059794
Coconino,4,284.794699213594,286.52012554504967,285.76111241075915,286.01714261908313,286.8016699770477,286.53162534702136,285.0449500102764,286.9658596419545,286.49878013219535,285.7627738465418,285.0421029414587,0.24740372786470743
Gila,4,288.320465455753,289.45923786810414,288.8472645320795,289.2166094330109,289.9709537390167,289.53249190359924,288.4496076699051,290.13643353884333,289.324848140558,288.743830345653,289.020936344434,0.7004708886810249
Graham,4,289.6570135900342,290.40060368932654,289.9672471820056,290.3795096093819,291.21785424957477,290.76513335430786,289.8271426703907,291.28225641575943,290.552352869613,289.92133890501094,290.6230655093695,0.9660519193353139
Greenlee,4,286.60931604138784,287.49192204046926,287.1532669015847,287.36183439171094,288.16677843548234,288.0490312195283,286.9049883034543,288.3116236140881,287.721657139761,287.2194582220232,287.6230038461503,1.0136878047624691
La Paz,4,295.84505903218235,296.8492750318548,296.44043850554266,296.78897606520405,296.98811037871025,296.67573145678006,295.54191548842596,297.1245336506668,296.8983793014473,296.4475958915136,296.00459431871104,0.1595352865286941
Maricopa,4,295.25119045869087,296.17411374748514,295.8617464009432,296.22522301288313,296.59328642687836,296.1211304387061,295.1320769611374,296.6358395301112,296.19885127050964,295.7841045951849,295.7263807035931,0.4751902449022509
Mohave,4,290.01719518376933,291.47155993717325,290.9083409817125,291.05100716909493,291.55655175715526,291.3113526661875,289.8930580188701,291.69935421805997,291.41594562849815,290.8041261166028,290.12383877695413,0.1066435931847991
Navajo,4,284.9221849945968,286.55197437017597,285.89621768621345,286.2784826761577,287.06243242228754,286.76492338026213,285.3338148816818,286.9733010968164,286.6777236646462,285.8549290873544,285.57007606748033,0.6478910728835103
Pima,4,293.8818860819763,294.70336402988335,294.14764860932513,294.6163371543287,295.3179241961993,294.54156827276324,293.7251703097764,295.2310600888405,294.67244255962635,294.00923792672245,294.45415460520655,0.5722685232302638
Pinal,4,294.142233363813,294.9454541542336,294.5654399614022,294.8680360766466,295.60520831729804,294.9768651602932,294.1074617568677,295.64177611274664,294.94171258058435,294.3321609297017,294.78131850732547,0.6390851435124887
Santa Cruz,4,290.3469377346562,291.1487252357593,290.37244684727546,290.9888621102331,291.80744627650193,291.0264471967008,290.1684340074809,291.77622542004804,291.0828951445962,290.4595929893265,291.3112280183841,0.9642902837279053
Yavapai,4,288.6183281544957,289.88401167673015,289.22201449303043,289.530542143781,290.1219921992335,289.7822167954259,288.6495624890817,290.4511726419169,289.68209903925856,289.20499784251086,288.85201841555124,0.23369026105552848
Yuma,4,296.61750596246844,297.66963583489365,297.2019462053094,297.622829005023,297.7714539557124,297.30240796473544,296.3417385927866,297.7792829294163,297.5577429006351,297.183268557017,296.80285196482527,0.1853460023568232
Arkansas,5,290.08585035739065,289.44737913813174,291.1068026629659,292.0355986198613,291.7155729628586,290.98399545315783,291.2292603264456,291.11946820090685,290.91786285413605,291.23511390966365,292.1613978881671,2.0755475307764186
Ashley,5,291.06913507294155,290.330081017084,292.21854366449014,292.81076394621135,292.618856451073,291.9722870850062,292.1461356783177,292.0606994977548,291.72284646152116,291.8679153589159,293.1727970973222,2.1036620243806397
Baxter,5,287.5931606170915,287.0674718619743,288.5329547148355,289.68424260331335,289.73252819105903,288.67493308901385,288.43456147360484,288.6510659001185,288.97422325821185,288.7442457720878,289.8326781347241,2.2395175176326347
Benton,5,287.1496143924598,286.91246047585634,288.136285072221,289.3133571403932,288.9878766898313,287.9890020359842,287.93507442366115,288.25744298440327,288.4998995744511,288.3177414415202,289.20187407504716,2.052259682587362
Boone,5,287.0644023993955,286.58849729550445,287.9487308180495,289.0544576731359,289.0303957071556,287.9964597453611,287.80093826258286,288.0550546053439,288.3419913235224,288.1288666552509,289.14474838935,2.0803459899545373
Bradley,5,290.78164093872545,290.085517776015,291.96232877148185,292.5946574871754,292.3558826458316,291.74953535789604,292.01193267696254,291.77712769018683,291.5087310449331,291.67569905639544,292.88167331094945,2.100032372224007
Calhoun,5,290.70686947666917,290.0249619737808,291.8137338462749,292.4480155751528,292.29234605627556,291.7156510609244,291.9042972276163,291.6827493364323,291.44506226150355,291.60402624050136,292.7976079496679,2.090738472998737
Carroll,5,286.88156392468005,286.53307329965367,287.74934257845365,288.9022510203523,288.7755726278984,287.7385843445782,287.60818727546985,287.8966244711119,288.16417257356727,287.97906915290775,288.92149883363834,2.039934908958287
Chicot,5,291.010852398841,290.3382621123355,292.10694430456505,292.7584795686925,292.64337775390635,291.9620347702184,292.11465912411217,292.04598682621065,291.67275745534295,291.8690686644111,293.0819450618013,2.071092662960325
Clark,5,290.2187154159898,289.5200477724087,291.1646202065273,291.86651027058764,291.70587659484903,291.1534066758923,291.2463069916133,291.0929082049555,291.10120142593155,291.2873130018618,292.24755741713255,2.0288420011427775
Clay,5,287.8387069022305,287.4925148035081,289.1271087259788,289.9266744882552,289.8494260723665,289.11121620733104,288.98675592655877,289.02176072961174,289.1374343740832,289.1066760133236,290.1512594015276,2.3125524992971123
Cleburne,5,288.20005724343963,287.6764088471627,289.194237240383,290.03243527428,289.9566344937098,289.20706698603146,289.14652993523345,289.1526334995718,289.40894936422455,289.37021173095127,290.29719523207103,2.0971379886314025
Cleveland,5,290.3966456252757,289.74118448861094,291.44809597036453,292.2725179777138,292.0152035947375,291.3579478421804,291.628951435819,291.372482150217,291.21853344587186,291.40627203725074,292.5392090769708,2.142563451695082
Columbia,5,291.1246196710307,290.34943680514056,292.03735512419496,292.57076671273757,292.49335332303235,291.95489123625964,292.07466300037254,291.8921346908522,291.78594154318495,291.95357599740555,292.9939955724907,1.869375901459989
Conway,5,288.71366477172114,288.1505287720669,289.7397322214478,290.5791225682626,290.41977117418554,289.7910304912606,289.5683227017284,289.5974532944444,289.94980272226354,289.9693834349888,290.8241071051256,2.110442333404478
Craighead,5,288.54353044468445,288.0151770481293,289.640285987736,290.47575604039525,290.37746079183796,289.50592200212293,289.4910564329885,289.5732803125737,289.6398677867256,289.49361575010994,290.58065245971875,2.0371220150342992
Crawford,5,288.2562915298683,287.61494079453644,289.2842469980332,290.23091239245144,289.9988481337269,289.0304943036671,289.00105944468953,289.09765132215176,289.44924444295214,289.526557909898,290.15532459272015,1.8990330628518564
Crittenden,5,289.2159639896751,288.67233420534797,290.2400377376549,291.07586652847795,290.9083383542969,290.07501922809143,290.2474864108157,290.19494802395553,290.1964068511014,290.0746336194927,291.13305273852586,1.9170887488507447
Cross,5,289.17866745511395,288.6164212570255,290.1669242445935,291.09724012846306,290.85007944818113,289.99728370952715,290.1595292268681,290.1597989848097,290.2222740470017,290.06386694248533,291.1835819675247,2.0049145124107213
Dallas,5,290.30337712879367,289.6459861355096,291.3418721966576,292.0535165116797,291.9018419499426,291.30606821610974,291.4536826402721,291.24470518164304,291.14501480532056,291.32312372633226,292.4583837517113,2.1550066229176537
Desha,5,290.48760036199576,289.8418146372329,291.5613067866235,292.3511945724546,292.1922107353876,291.4457010766797,291.65265347834844,291.5319378782631,291.2440205244386,291.5574913031818,292.542937980059,2.05533761806322
